worker;assignment;img;sentiment;in_out_door;age;gs;eco;edu;opt1;neg1;opt2;comments;reasons
group1;group1_form22;1FXVTJCsA9cDtXiKEYr5cgapIFnojzhmz;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Sky,Leisure/Fun/Rest
group1;group1_form22;1L5P6FInhgztFcNSikVVcft2w2FgnpQzT;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Night Lights
group1;group1_form22;1RjSK3mke_uFkTCrto7BALKNxTVJBv1Mg;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Lack of colors,Meaningless
group1;group1_form22;1SaoxF5PRtT5NGEi-yczZX2tcpdmSBh7S;Negative;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Low resolution/quality,Confusion,Meaningless
group1;group1_form22;1WB1aGpuS2BLc06OOJnuvPKV-uYuB-FtQ;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Leisure/Fun/Rest,Night Lights
group1;group1_form22;1Vdjpt8DhTwYIQtQMMWTlTBMUq2bk3Uk9;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Art/Architecture,Sky
group1;group1_form22;1qnUaro7qZtzvhSdvayWT414MzB5DCLFB;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;"Low resolution/quality,It has positive and negative elements (please indicate which in ""Comments""),Meaningless"
group0;group0_form8;1AnkEJu9soUQYEb_-ECxTXIH8VfFHftM9;Negative;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Unpleasant colors,Bad weather
group0;group0_form8;1xHAkN58yRkw9y-sg7pROO7-bUPDtGlIt;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Pleasant environment,Sky,Sunrise/Sunset
group0;group0_form8;1qg7aRD8FP2QaC4NysBy5McJshDCjXwX-;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Pleasant environment,Colors,Nature
group0;group0_form8;1IkxjHTjjkvfH7eYF736afGFAk07Tx4jV;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Sky,Nature
group0;group0_form8;1UM5ekDKLHb8FQgyJAwe-CHrR9bCBgkxV;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Animals
group0;group0_form8;1vhOCe7pMEdIPrYjUazmtzLZRHPnIQrAm;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;"It has positive and negative elements (please indicate which in ""Comments""),Introspective"
group0;group0_form8;1cLZ5kjgR_G_KMnjh43fKxgpMV24VSGlB;Negative;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Lack of Maintenance
group0;group0_form8;1aozvdjGPxJ1tO665CPr9elvVQRRjsMrR;Other;Indoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Lack of colors,Everyday image
group0;group0_form8;1zVxeI0Hf4I4jac9MVbcCQbCWbfbJhuDH;Negative;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Lack of Maintenance
group0;group0_form8;1G1EgSKOYQiVvU3SwSMIuhJFQAQBoOnxG;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Art/Architecture,Sky,Nature
group0;group0_form0;1F1ykLOebQfQC_bjCsA3K8rgIf35EB7Wp;Negative;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Unpleasant colors,Pollution
group0;group0_form0;1nZ-TbMNFDn5pOXaTw7rMEXfwrNrwrXRg;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Pleasant environment,Sports,Nature
group0;group0_form0;1SC47N0wnZbl9QRgbSi24-Tchgf0EF31y;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;"It has positive and negative elements (please indicate which in ""Comments"")"
group0;group0_form0;1up9jxUx9pBpzPIS_LQR3KKgoLlu-Wnh0;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Pleasant environment,Nature
group0;group0_form0;1r9QizHeynRYI5aghhbjka9wSDVYIjHkH;Negative;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;Scenario illustrates environment with noise pollution;
group0;group0_form0;1__BMOKFtV0FLfM31aw4ECII-uqy79eRs;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Sky
group0;group0_form0;1Wre21TTWdebTuPYs8aa_Uan59qJfJ4AJ;Negative;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Unpleasant colors,Lack of Maintenance
group0;group0_form0;17Ew7ushpuJ-6761qyeFiYlBWIcN5Xk7R;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;Technology;Colors
group0;group0_form0;1ycrvO94Bop9XBbAup4JdKte7uq1HYh6H;Negative;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Lack of Maintenance,Graffiti,Poverty
group0;group0_form0;1QHxnFghvEN57YDpQJw9JuGKukD4eNBoh;Other;Outdoor;19_25;male;middle;bac_edu;pa_opt1;td_neg1;pa_opt2;;Animals
group1;group1_form6;1W_iQnzkS3xtf-MkWoLbfVJaBLPpShAL4;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Animals
group1;group1_form6;1pZPIOKvAzKJf7xcfueA3evC01a-MCUx2;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Colors,Sky
group1;group1_form6;1l7JTgUXzzT2DQRFOl3H5xf8s_lqpuqxI;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Positive text message
group1;group1_form6;18eIRkM5MZbIqm_yz4LT1wz6l-xBTEw0A;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Art/Architecture
group1;group1_form6;1ALtVerfa8ubuwHb0k1qX8N9WiZpp3TvA;Negative;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Debris/Destruction,Lack of Maintenance
group1;group1_form6;14el8KUuFhOwtIMVa_peSsDOTavO9BVri;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Sky
group1;group1_form6;1UriCbiFxwrdU1u7L0Cn3GodB-sHGTX9p;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Art/Architecture,Colors
group1;group1_form6;1UIMHEbpJy2ODMRBIbBtsY3Zhm6B_BqTJ;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Colors,Sky
group1;group1_form6;1u45Rd0nrEa0UM3vydmJTtkY05PjahxH-;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Sky,Nature
group1;group1_form6;1t5VY7jD8v-0NKr-BX2iKd_fkhRrjG8gm;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Colors,Nature
group1;group1_form28;1UDBZugeS4R1vQiIo6vBHt6rb5UuVqxfg;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Art/Architecture
group1;group1_form28;1qDF3tPUHsfOYU-Kf17_XGWAvW-WHZNQC;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Lack of colors,Meaningless
group1;group1_form28;1kgUksG9Ih9CKeTKjrXjT9oQDnnf55aZX;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Colors
group1;group1_form28;11pM6f9bl2RK9VLqJtAKVXcEpTdxpKm-6;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Colors,Sky
group1;group1_form28;1wyz6U3p8nWLw5kd12PzONIfp1wXVt6Y7;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Colors,Nature
group1;group1_form28;1ecEuDllQtRgnlRX5PmxTjk9KRgzgKMPE;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Nature
group1;group1_form28;1DJrAE6TS8ihZCx4-af6hgNtmAJpYNAEQ;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Everyday image
group1;group1_form28;1xeaV6rsCaG8Isx2u7OGUmscMebQ0Y4bU;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Lack of colors,Everyday image
group1;group1_form28;1VmqPhxlFZJp50XAy3BSolvRQofZs1FfH;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Art/Architecture,Sky
group1;group1_form28;1z3VQCdc_VdBhuKqCJQ_peSbNVXjx6DhF;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Colors,Nature
group1;group1_form0;1F1ykLOebQfQC_bjCsA3K8rgIf35EB7Wp;Negative;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Morbid,Pollution
group1;group1_form0;1nZ-TbMNFDn5pOXaTw7rMEXfwrNrwrXRg;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Colors
group1;group1_form0;1SC47N0wnZbl9QRgbSi24-Tchgf0EF31y;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Sky,Night Lights
group1;group1_form0;1up9jxUx9pBpzPIS_LQR3KKgoLlu-Wnh0;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Nature
group1;group1_form0;1r9QizHeynRYI5aghhbjka9wSDVYIjHkH;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Everyday image
group1;group1_form0;1__BMOKFtV0FLfM31aw4ECII-uqy79eRs;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Colors,Sky,Nature
group1;group1_form0;1Wre21TTWdebTuPYs8aa_Uan59qJfJ4AJ;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Art/Architecture,Colors
group1;group1_form0;17Ew7ushpuJ-6761qyeFiYlBWIcN5Xk7R;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Colors
group1;group1_form0;1ycrvO94Bop9XBbAup4JdKte7uq1HYh6H;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Colors
group1;group1_form0;1QHxnFghvEN57YDpQJw9JuGKukD4eNBoh;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Everyday image
group1;group1_form3;1A5A87Pn7PAuIVvurT5_PovK2J4lscm4A;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Low resolution/quality,Lack of colors
group1;group1_form3;1F_eCAUksJnct8D-s9MWKtbbytWOTz1SU;Other;Indoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Colors
group1;group1_form3;1nyhlaTBuaJy7Yh1pY4ubgbQd9qtWHxd4;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Art/Architecture,Night Lights
group1;group1_form3;1UtF12AMQLsSBpqRAkDn5cPhLrTsPd36H;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Colors,Sky
group1;group1_form3;1eqr3CAjCBxmDpNgWj45PYEqtqKgDluR4;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Colors,Sky,Night Lights
group1;group1_form3;1uD520Pycr1KItaeGBGe3MtMxcJEPFnmj;Negative;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Low resolution/quality,Unpleasant colors,Pollution
group1;group1_form3;1KqZdc-G46KUfQ5c-yO4OqrlrhyBaMbz1;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Introspective,Everyday image
group1;group1_form3;1mM7YaIJhTUBIyK0nsy9xZl8Y92OLp16b;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Colors,Organization
group1;group1_form3;1jX4os4KkW992XReR2euZWj8trXMdKDqn;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Colors,Happiness/Smiles
group1;group1_form3;1sfTExV6JpjUdaxS57cY4sP0JDTwXhuci;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Colors
group1;group1_form24;185nSun-V1j8QHGE8dtNoxGPBMo7a0Y5t;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Animals
group1;group1_form24;1znBoTGyiFO9wx-DmlT3FsAUxTrxhpfCL;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Sky,Panoramic view
group1;group1_form24;1qcA3x-pftlLd34jF1YlacE5uXI-bMpQI;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Sky,Night Lights
group1;group1_form24;1UtewQ7Q8iZnMRiTebYGmzAuEhp2BcaJL;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Everyday image
group1;group1_form24;1pq8lYCnGHD4S-kbxPzwaYL38XCiwYY4G;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Art/Architecture,Colors,Sky
group1;group1_form24;1gG5knpDBm4rBPRXAQnhWjsIdrT6GlWt9;Negative;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Unpleasant colors
group1;group1_form24;1H4UkacatoPc3vNFLVptMEzfFuBY5uHZk;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Colors,Fireworks,Night Lights
group1;group1_form24;1mUyLNeLc2Bpq58M1ZcInBckEcJufLrXT;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Sky,Nature,Panoramic view
group1;group1_form24;1L5UhVLrsv6X7rTrgOt2OA6iXHU_W_8Lc;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Animals,Art/Architecture,Colors
group1;group1_form24;1lxH1uRxLgHO2pApUS9bDQ_ViWJXgrSva;Other;Outdoor;19_25;male;low;bac_edu;nt_opt1;nt_neg1;pa_opt2;;Pleasant environment,Sunrise/Sunset,Nature
group4;group4_form7;1korHDNPRr-_1ye7IrQaFf052GLgbLfL6;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;"It has positive and negative elements (please indicate which in ""Comments"")"
group4;group4_form7;1ftsmKofWjSgYcz2IHyAf3JF2jI5TkpGI;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Pleasant environment,Art/Architecture,Sunrise/Sunset
group4;group4_form7;1pn2xAnAulXBkeodAWoPsO5k1wuZq_QGJ;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Everyday image,Meaningless
group4;group4_form7;1f81KwSzrQdFQsVHrwy5MAXZjpVFeiMXX;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Colors,Organization
group4;group4_form7;1Lf0z0nM1-DvDS8igNalm0oWlEz54LelM;Other;Indoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Sports
group4;group4_form7;11asQrjkFlMsDeUvhcst8ddP4nz43rwzm;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Everyday image
group4;group4_form7;10AsOX6IZf7hnrylWgeo8LCk7oYtQHEmZ;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Everyday image
group4;group4_form7;13_hEETvSRDIs7zgcyKa_IJBWthRFrzcO;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Sky,Nature
group4;group4_form7;1-1Nuj6SVmFz94Bv7t_br7Hw4INgAal3_;Negative;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Morbid
group4;group4_form7;1UUpLAZ8JXqrxmWZzUAJLTpzoJ-H3rB36;Other;Outdoor;19_25;male;low;bac_edu;pa_opt1;td_neg1;pa_opt2;;Nature
group11;group11_form28;1x-MTkEO32k1zbcpMjAc4XePVzyV0-Tv9;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Sky,Nature
group11;group11_form28;1nN8ikGRizDTC9iO4CG0sU8EJyMomf1pe;Negative;Indoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Introspective,Debris/Destruction,Lack of Maintenance
group11;group11_form28;1tiviF5Vfq4Doy1zFVsozPubC2IEQUtKG;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Art/Architecture,Sky
group11;group11_form28;1AlVo9Mz2NbvPiFYPzRW8l3e9WQYIbAJo;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Colors,Sky
group11;group11_form28;1UZkwvXyHK4az3ky2uQTeJhtSX5c-XwUY;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Colors,Tourist Attractions
group11;group11_form28;1uOyxR5WgUN7pE-wFUn4x6m9CPCXVOZTr;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Art/Architecture,Tourist Attractions
group11;group11_form28;18m2y50Iclp0QEuZ05FyfJtjybrx6AIuj;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;"It has positive and negative elements (please indicate which in ""Comments"")"
group11;group11_form28;1vuPxrC5ApRYQJj2NMQBJOG3Xi0BS9OiU;Other;Indoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;Souvenirs from museums and artistic exhibitions;Leisure/Fun/Rest,Organization
group11;group11_form28;1sdWJ7Em6ZC5Mva5OxXrkeum4aPdA3JxG;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Sports,Nature
group11;group11_form28;1kBAqzPRN_YFxlaoziAloySY9AnfRWVcY;Other;Outdoor;19_25;male;middle;bac_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Leisure/Fun/Rest,Tourist Attractions
group6;group6_form28;18-jbn42BrxJjzLtBXpX7J0vIDCdgOm1n;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Everyday image
group6;group6_form28;1uaCPaXX5rky5HiPmqfBQv476vH0rci0s;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Leisure/Fun/Rest
group6;group6_form28;1_P1cv8mp8SlQoDf9g52LS2uVOwcKZB1D;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Art/Architecture,Sky,Tourist Attractions
group6;group6_form28;1K6YVZZXc2SQ3q1JPU55ZHDupfD1Tg6yd;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Colors,Night Lights,Sunrise/Sunset
group6;group6_form28;15-tgfaxSRt6qg0BvwpwyoG36DEBRKQVk;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Introspective,Lack of colors,Everyday image
group6;group6_form28;14lAVLz-gMg2EDTVsdyB-fNNUAxsOirA4;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Sports,Nature
group6;group6_form28;1m8lil92d9_QRZHfI4cRAxpAZzZ2t1oXS;Negative;Indoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Introspective,Poverty,Pollution
group6;group6_form28;1HrF9tfNafurkRVeQ92G92Aafw4iagkpT;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Everyday image,Meaningless
group6;group6_form28;1B8WtVuNaAYRLNHULpReETKCJzr8DPOGk;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Art/Architecture,Colors
group6;group6_form28;1IkqlRc9yHNxBnZvnWn6szyrk9YOIViFX;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Art/Architecture,Leisure/Fun/Rest,Tourist Attractions
group6;group6_form25;1M2PXdGVcMHaKInG3ir8NQAEp9VV4Ou99;Negative;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Debris/Destruction,Poverty,Pollution
group6;group6_form25;1DO4RNPc5SgpjKqgWKcCzfX4B1CemUjiD;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Lack of colors,Everyday image,Meaningless
group6;group6_form25;1qzl8S0OPnJYJn4zscEPAucPRYXFcpJUk;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Lack of colors,Meaningless
group6;group6_form25;1AtvRXcgu_UVnoZLbXfYGti3o2rXVfnaa;Other;Indoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Introspective
group6;group6_form25;1tvNJV733kCP_SWTp6s19W-OXaAVRGx30;Negative;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Low resolution/quality,Unpleasant colors,Pollution
group6;group6_form25;1KefX4whw4N2hjjyW9oAQmu7gIZfPzB12;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Pleasant environment,Colors,Organization
group6;group6_form25;1kxqNgJYPEbNQ9d4F8DLK7pI_cJvxkAwl;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Art/Architecture,Colors,Sky
group6;group6_form25;106rHhMoTFKZ3ysOph6sY8o3dKY40Q5k5;Negative;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Low resolution/quality,Meaningless
group6;group6_form25;1CxvxybCrTh69rKno2PEz4VCtgSzALIwn;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Colors,Sky,Nature
group6;group6_form25;1HG98xPBq3Z0PaYRFdmTBGI4jiA7_wsIj;Other;Outdoor;26_35;male;middle;pos_edu;pd_opt1;nt_neg1;nt_opt2;;Colors,Positive text message,Nature
group15;group15_form7;1nLKrSvFXYciNrGoFQHgL5BDl-XcE-dAA;Negative;Outdoor;19_25;female;middle;pos_edu;no_opt1;no_neg1;no_opt2;Feeling of emptiness (lack of people / animals / plants);Unpleasant colors
group15;group15_form7;1lCCGE2GN9nt1F7RLIx_qrFqtPtqMD80B;Other;Outdoor;19_25;female;middle;pos_edu;no_opt1;no_neg1;no_opt2;;Lack of colors,Meaningless
group15;group15_form7;1Ge4qmo6w2fNnWxeTjGKbBPxCWSM4XrBa;Other;Outdoor;19_25;female;middle;pos_edu;no_opt1;no_neg1;no_opt2;;Colors,Sky
group15;group15_form7;1fjTbPbrf23z_fb_s1KHEK_oPxK0mPYkp;Other;Outdoor;19_25;female;middle;pos_edu;no_opt1;no_neg1;no_opt2;;Lack of colors,Everyday image
group15;group15_form7;1SIf_tNDEudkRR7PPnI9TueiDg-KbO_sd;Other;Outdoor;19_25;female;middle;pos_edu;no_opt1;no_neg1;no_opt2;;Lack of colors,Everyday image
group15;group15_form7;1rYmuSTyLs85LSvyyEtOzz6uCLUwvXxo3;Other;Outdoor;19_25;female;middle;pos_edu;no_opt1;no_neg1;no_opt2;;Colors,Sky,Nature
group15;group15_form7;1yJA97H2X7RBBnBs18BzLox9lF2nohUsQ;Negative;Outdoor;19_25;female;middle;pos_edu;no_opt1;no_neg1;no_opt2;;Confusion,Unpleasant colors,Meaningless
